Incident Date,Park Name,Cause of Death,Intent,Outcome,Sex,Age Range
10/3/18,Glen Canyon National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,0-14
10/3/18,Gateway National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,55-64
10/3/18,New River Gorge National River,Suicide,Intentional,Fatal injury,Male,15-24
10/5/18,Rocky Mountain National Park,Undetermined,Undetermined,Fatal injury,Male,25-34
10/5/18,Rocky Mountain National Park,Suicide,Intentional,Fatal injury,Male,15-24
10/6/18,Cuyahoga Valley National Park,Undetermined,Undetermined,Fatal injury,Male,55-64
10/7/18,Yellowstone National Park,Drowning,Unintentional,Fatal injury,Male,25-34
10/7/18,Natchez Trace Parkway,Suicide,Intentional,Fatal injury,Male,15-24
10/9/18,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Female,35-44
10/11/18,Blue Ridge Parkway,Undetermined,Undetermined,Fatal injury,Male,15-24
10/12/18,Gateway National Recreation Area,Suicide,Intentional,Fatal injury,Male,55-64
10/14/18,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Female,35-44
10/14/18,Shenandoah National Park,Natural Death,Medical,Fatal injury,Male,45-54
10/14/18,Shenandoah National Park,Undetermined,Undetermined,Fatal injury,Male,45-54
10/15/18,Boston National Historical Park,Undetermined,Undetermined,Fatal injury,Undetermined,Undetermined
10/16/18,Virgin Islands National Park,Drowning,Unintentional,Fatal injury,Male,55-64
10/17/18,Blue Ridge Parkway,Suicide,Intentional,Fatal injury,Male,25-34
10/20/18,Glen Canyon National Recreation Area,Natural Death,Medical,Fatal injury,Male,65
10/22/18,Gateway National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,45-54
10/23/18,Suitland,Homicide,Intentional,Fatal injury,Male,25-34
10/24/18,Yosemite National Park,Undetermined,Undetermined,Fatal injury,Male,25-34
10/24/18,Yosemite National Park,Undetermined,Undetermined,Fatal injury,Female,25-34
10/24/18,Grand Canyon National Park,Natural Death,Medical,Fatal injury,Male,65
10/24/18,Rock Creek Park,Undetermined,Undetermined,Fatal injury,Undetermined,Undetermined
10/24/18,Blue Ridge Parkway,Suicide,Intentional,Fatal injury,Male,65
10/28/18,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Female,25-34
10/30/18,Blue Ridge Parkway,Suicide,Intentional,Fatal injury,Male,25-34
10/31/18,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Female,55-64
11/2/18,Gauley River National Recreation Area,Motor Vehicle Crash,Unintentional,Fatal injury,Female,35-44
11/2/18,Gateway National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,Undetermined
11/2/18,Great Sand Dunes National Park & Preserve,Suicide,Intentional,Fatal injury,Male,15-24
11/3/18,New River Gorge National River,Motor Vehicle Crash,Unintentional,Fatal injury,Male,Undetermined
11/7/18,Big Bend National Park,Fall/Slips,Unintentional,Fatal injury,Male,65
11/7/18,Rocky Mountain National Park,Suicide,Intentional,Fatal injury,Male,65
11/9/18,Great Falls Park,Suicide,Intentional,Fatal injury,Male,65
11/13/18,Virgin Islands National Park,Natural Death,Medical,Fatal injury,Male,55-64
11/17/18,Fort Pulaski National Monument,Suicide,Intentional,Fatal injury,Male,Undetermined
11/19/18,Suitland,Suicide,Intentional,Fatal Injury,Undetermined,Undetermined
11/22/18,New River Gorge National River,Suicide,Intentional,Fatal injury,Male,15-24
11/23/18,Suitland,Motor Vehicle Crash,Unintentional,Fatal injury,Female,25-34
11/23/18,Natchez Trace Parkway,Natural Death,Medical,Fatal injury,Male,55-64
11/25/18,Biscayne National Park,Undetermined,Undetermined,Fatal injury,Female,65
11/26/18,Rocky Mountain National Park,Environmental,Unintentional,Fatal injury,Male,15-24
11/29/18,Gateway National Recreation Area,Natural Death,Medical,Fatal injury,Male,55-64
11/30/18,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24
11/30/18,Delaware Water Gap National Recreation Area,Fall/Slips,Unintentional,Fatal injury,Male,65
12/1/18,Great Smoky Mountains National Park,Drowning,Unintentional,Fatal injury,Male,15-24
12/1/18,Clara Barton National Historic Site,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24
12/2/18,Indiana Dunes National Park,Suicide,Intentional,Fatal injury,Male,55-64
12/3/18,Glen Canyon National Recreation Area,Suicide,Intentional,Fatal injury,Female,45-54
12/4/18,Virgin Islands National Park,Fall/Slips,Unintentional,Fatal injury,Male,55-64
12/6/18,New River Gorge National River,Suicide,Intentional,Fatal injury,Male,15-24
12/9/18,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Female,25-34
12/10/18,Indiana Dunes National Park,Suicide,Intentional,Fatal injury,Female,45-54
12/11/18,Lake Mead National Recreation Area,Natural Death,Medical,Fatal injury,Male,65
12/11/18,Grand Canyon National Park,Suicide,Intentional,Fatal injury,Male,15-24
12/14/18,Yosemite National Park,Natural Death,Medical,Fatal injury,Male,55-64
12/14/18,Grand Canyon National Park,Poisoning,Unintentional,Fatal injury,Male,55-64
12/15/18,Haleakala National Park,Natural Death,Medical,Fatal injury,Female,55-64
12/16/18,Lake Mead National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,55-64
12/16/18,National Mall & Memorial Parks,Undetermined,Undetermined,Fatal injury,Female,65
12/18/18,Death Valley National Park,Suicide,Intentional,Fatal injury,Male,65
12/20/18,Presidio of San Francisco,Fall/Slips,Unintentional,Fatal injury,Male,35-44
12/21/18,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Female,15-24
12/21/18,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
12/23/18,National Mall & Memorial Parks,Motor Vehicle Crash,Unintentional,Fatal injury,Male,35-44
12/23/18,Delaware Water Gap National Recreation Area,Suicide,Intentional,Fatal injury,Female,45-54
12/24/18,Glen Canyon National Recreation Area,Fall/Slips,Unintentional,Fatal injury,Female,0-14
12/25/18,Yosemite National Park,Fall/Slips,Unintentional,Fatal injury,Male,25-34
12/26/18,Florissant Fossil Beds National Monument,Suicide,Intentional,Fatal injury,Male,55-64
12/27/18,Great Smoky Mountains National Park,Environmental,Unintentional,Fatal injury,Female,35-44
12/31/18,Natchez Trace Parkway,Suicide,Intentional,Fatal injury,Female,35-44
12/31/18,Redwood National and State Parks,Suicide,Intentional,Fatal injury,Male,55-64
1/4/19,Presidio of San Francisco,Undetermined,Undetermined,Fatal injury,Male,65
1/4/19,San Antonio Missions National Historical Park,Suicide,Intentional,Fatal injury,Male,65
1/6/19,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
1/9/19,Presidio of San Francisco,Undetermined,Undetermined,Fatal injury,Male,65
1/12/19,Yellowstone National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
1/12/19,Grand Canyon National Park,Natural Death,Medical,Fatal injury,Female,55-64
1/12/19,Grand Canyon National Park,Natural Death,Medical,Fatal injury,Male,65
1/14/19,Yellowstone National Park,"Transportation (e.g. bicycle, boat)",Unintentional,Fatal injury,Male,55-64
1/16/19,Yosemite National Park,Natural Death,Medical,Fatal injury,Male,65
1/17/19,Pictured Rocks National Lakeshore,Natural Death,Medical,Fatal injury,Male,55-64
1/19/19,Arches National Park,Natural Death,Medical,Fatal injury,Male,65
1/20/19,Wilson's Creek National Battlefield,Natural Death,Medical,Fatal injury,Female,65
1/20/19,Great Smoky Mountains National Park,Suicide,Intentional,Fatal injury,Male,35-44
1/21/19,Golden Gate National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,Undetermined
1/22/19,New River Gorge National River,Suicide,Intentional,Fatal injury,Male,15-24
1/25/19,Gulf Islands National Seashore,Motor Vehicle Crash,Unintentional,Fatal injury,Female,55-64
1/25/19,Rocky Mountain National Park,Undetermined,Undetermined,Fatal injury,Undetermined,Undetermined
1/25/19,Rocky Mountain National Park,Undetermined,Undetermined,Fatal injury,Undetermined,Undetermined
1/26/19,Grand Canyon National Park,Suicide,Intentional,Fatal injury,Male,25-34
1/31/19,Gulf Islands National Seashore,Undetermined,Undetermined,Fatal injury,Male,65
1/31/19,Blue Ridge Parkway,Suicide,Intentional,Fatal injury,Male,15-24
2/1/19,San Francisco Maritime National Historical Park,Poisoning,Unintentional,Fatal injury,Male,35-44
2/1/19,Delaware Water Gap National Recreation Area,Natural Death,Medical,Fatal injury,Male,65
2/12/19,Saguaro National Park,Natural Death,Medical,Fatal injury,Male,65
2/13/19,Big Thicket National Preserve,Undetermined,Undetermined,Fatal injury,Female,45-54
2/15/19,Lake Mead National Recreation Area,Natural Death,Medical,Fatal injury,Male,45-54
2/16/19,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Female,35-44
2/17/19,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,35-44
2/20/19,Fort Foote Park,Suicide,Intentional,Fatal injury,Male,35-44
2/21/19,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24
2/21/19,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Female,15-24
2/22/19,Presidio of San Francisco,Environmental,Unintentional,Fatal injury,Female,15-24
2/22/19,Delaware Water Gap National Recreation Area,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
2/24/19,Yosemite National Park,Environmental,Unintentional,Fatal injury,Female,55-64
2/26/19,Golden Gate National Recreation Area,Natural Death,Medical,Fatal injury,Male,45-54
2/26/19,Glacier National Park,Undetermined,Undetermined,Fatal injury,Male,45-54
2/28/19,Joshua Tree National Park,Suicide,Intentional,Fatal injury,Male,35-44
3/1/19,Suitland,Homicide,Intentional,Fatal injury,Male,35-44
3/3/19,Death Valley National Park,Suicide,Intentional,Fatal injury,Male,55-64
3/5/19,Point Reyes National Seashore,Suicide,Intentional,Fatal injury,Male,45-54
3/9/19,Golden Gate National Recreation Area,Suicide,Intentional,Fatal injury,Male,35-44
3/11/19,Mammoth Cave National Park,Undetermined,Undetermined,Fatal injury,Female,15-24
3/12/19,Canyonlands National Park,Fall/Slips,Unintentional,Fatal injury,Male,25-34
3/13/19,New River Gorge National River,Suicide,Intentional,Fatal injury,Male,35-44
3/14/19,Presidio of San Francisco,Natural Death,Medical,Fatal injury,Male,65
3/18/19,Death Valley National Park,Natural Death,Medical,Fatal injury,Male,55-64
3/21/19,Virgin Islands National Park,Undetermined,Undetermined,Fatal injury,Male,Undetermined
3/23/19,Death Valley National Park,Fall/Slips,Unintentional,Fatal injury,Male,35-44
3/25/19,Golden Gate National Recreation Area,Undetermined,Undetermined,Fatal injury,Female,Undetermined
3/26/19,Grand Canyon National Park,Undetermined,Undetermined,Fatal injury,Male,15-24
3/26/19,Kennesaw Mountain National Battlefield Park,Natural Death,Medical,Fatal injury,Male,65
3/28/19,Chickasaw National Recreation Area,Drowning,Unintentional,Fatal injury,Male,15-24
3/28/19,Chesapeake & Ohio Canal National Historical Park,Undetermined,Undetermined,Fatal injury,Male,Undetermined
3/30/19,Shenandoah National Park,Natural Death,Medical,Fatal injury,Male,35-44
4/1/19,Lake Mead National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,65
4/2/19,Blue Ridge Parkway,Suicide,Intentional,Fatal injury,Male,65
4/3/19,Grand Canyon National Park,Undetermined,Undetermined,Fatal injury,Male,65
4/3/19,Natchez Trace Parkway,Suicide,Intentional,Fatal injury,Male,55-64
4/4/19,Lake Mead National Recreation Area,Natural Death,Medical,Fatal injury,Male,65
4/5/19,New River Gorge National River,Suicide,Intentional,Fatal injury,Male,25-34
4/6/19,National Mall & Memorial Parks,Poisoning,Unintentional,Fatal injury,Male,55-64
4/6/19,Chattahoochee River National Recreation Area,Suicide,Intentional,Fatal injury,Female,45-54
4/7/19,Golden Gate National Recreation Area,Drowning,Undetermined,Fatal injury,Male,25-34
4/9/19,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,35-44
4/9/19,New River Gorge National River,Undetermined,Undetermined,Fatal injury,Male,Undetermined
4/11/19,Little River Canyon National Preserve,Drowning,Unintentional,Fatal injury,Male,15-24
4/11/19,Joshua Tree National Park,Natural Death,Medical,Fatal injury,Female,45-54
4/11/19,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Female,55-64
4/11/19,Acadia National Park,Drowning,Unintentional,Fatal injury,Male,Undetermined
4/12/19,Redwood National and State Parks,Natural Death,Medical,Fatal injury,Male,65
4/13/19,Suitland,Motor Vehicle Crash,Unintentional,Fatal injury,Female,25-34
4/13/19,Grand Canyon National Park,Natural Death,Medical,Fatal injury,Male,65
4/15/19,Mojave National Preserve,Motor Vehicle Crash,Unintentional,Fatal injury,Male,65
4/16/19,Zion National Park,Fall/Slips,Unintentional,Fatal injury,Male,35-44
4/16/19,Yosemite National Park,Fall/Slips,Unintentional,Fatal injury,Male,35-44
4/17/19,Gateway National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,45-54
4/17/19,Lake Mead National Recreation Area,Natural Death,Medical,Fatal injury,Female,65
4/17/19,New River Gorge National River,Suicide,Intentional,Fatal injury,Male,35-44
4/19/19,Golden Gate National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,25-34
4/22/19,George Washington Memorial Parkway,Undetermined,Undetermined,Fatal injury,Male,65
4/23/19,Grand Canyon National Park,Fall/Slips,Unintentional,Fatal injury,Female,65
4/23/19,Olympic National Park,Suicide,Intentional,Fatal injury,Male,15-24
4/26/19,Crater Lake National Park,Natural Death,Medical,Fatal injury,Female,55-64
4/27/19,Chesapeake & Ohio Canal National Historical Park,Homicide,Intentional,Fatal injury,Male,15-24
4/27/19,Baltimore-Washington Parkway,Natural Death,Medical,Fatal injury,Female,55-64
4/27/19,Lake Mead National Recreation Area,Suicide,Intentional,Fatal injury,Male,55-64
4/28/19,Cape Cod National Seashore,Undetermined,Undetermined,Fatal injury,Male,45-54
4/28/19,Guadalupe Mountains National Park,Natural Death,Medical,Fatal injury,Male,65
4/28/19,Lake Mead National Recreation Area,Suicide,Intentional,Fatal injury,Male,55-64
4/29/19,George Washington Memorial Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Female,45-54
4/29/19,George Washington Memorial Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
4/29/19,Great Sand Dunes National Park & Preserve,Natural Death,Medical,Fatal injury,Male,65
4/29/19,Great Smoky Mountains National Park,Suicide,Intentional,Fatal injury,Female,45-54
5/1/19,Great Falls Park,Natural Death,Medical,Fatal injury,Female,65
5/4/19,Point Reyes National Seashore,Drowning,Unintentional,Fatal injury,Male,65
5/5/19,Amistad National Recreation Area,Drowning,Unintentional,Fatal injury,Male,15-24
5/5/19,George Washington Memorial Parkway,Undetermined,Undetermined,Fatal injury,Female,65
5/6/19,Buffalo National River,Drowning,Unintentional,Fatal injury,Male,15-24
5/8/19,Grand Canyon National Park,Natural Death,Medical,Fatal injury,Male,55-64
5/9/19,Redwood National and State Parks,Motor Vehicle Crash,Unintentional,Fatal injury,Male,65
5/9/19,Golden Gate National Recreation Area,Suicide,Intentional,Fatal injury,Male,15-24
5/10/19,Golden Spike National Historical Park,Natural Death,Medical,Fatal injury,Male,65
5/11/19,Olympic National Park,Drowning,Unintentional,Fatal injury,Male,25-34
5/11/19,Grand Canyon National Park,Undetermined,Undetermined,Fatal injury,Male,55-64
5/11/19,Pinnacles National Park,Natural Death,Medical,Fatal injury,Female,55-64
5/11/19,Acadia National Park,Natural Death,Medical,Fatal injury,Male,55-64
5/11/19,Appalachian National Scenic Trail,Homicide,Intentional,Fatal injury,Male,Undetermined
5/14/19,Sequoia & Kings Canyon National Parks,Fall/Slips,Unintentional,Fatal injury,Female,25-34
5/14/19,Zion National Park,Undetermined,Undetermined,Fatal injury,Male,55-64
5/15/19,Saguaro National Park,Suicide,Intentional,Fatal injury,Female,35-44
5/15/19,Lake Mead National Recreation Area,Suicide,Intentional,Fatal injury,Undetermined,Undetermined
5/18/19,Big Bend National Park,Drowning,Unintentional,Fatal injury,Male,15-24
5/18/19,North Cascades National Park,Fall/Slips,Unintentional,Fatal injury,Female,35-44
5/18/19,Gateway National Recreation Area,Undetermined,Undetermined,Fatal injury,Female,Undetermined
5/20/19,Lake Mead National Recreation Area,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24
5/22/19,Death Valley National Park,Suicide,Intentional,Fatal injury,Male,55-64
5/23/19,Blue Ridge Parkway,Suicide,Intentional,Fatal injury,Female,45-54
5/24/19,Ozark National Scenic Riverways,"Transportation (e.g. bicycle, boat)",Unintentional,Fatal injury,Male,45-54
5/24/19,Mount Rainier National Park,Fall/Slips,Unintentional,Fatal injury,Male,55-64
5/24/19,Suitland,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
5/25/19,Chesapeake & Ohio Canal National Historical Park,"Transportation (e.g. bicycle, boat)",Unintentional,Fatal injury,Male,55-64
5/27/19,Golden Gate National Recreation Area,Natural Death,Medical,Fatal injury,Male,25-34
5/28/19,Chattahoochee River National Recreation Area,Drowning,Unintentional,Fatal injury,Male,15-24
5/29/19,Chattahoochee River National Recreation Area,Drowning,Unintentional,Fatal injury,Male,15-24
5/29/19,Mount Rainier National Park,Environmental,Unintentional,Fatal injury,Female,45-54
5/29/19,Point Reyes National Seashore,Undetermined,Undetermined,Fatal injury,Male,55-64
5/29/19,President's Park (White House),Suicide,Intentional,Fatal injury,Male,25-34
5/30/19,Haleakala National Park,Undetermined,Undetermined,Fatal injury,Male,35-44
5/31/19,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Female,45-54
6/1/19,Olympic National Park,Poisoning,Unintentional,Fatal injury,Male,25-34
6/1/19,Lake Roosevelt National Recreation Area,Natural Death,Medical,Fatal injury,Female,55-64
6/3/19,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Female,55-64
6/5/19,Buffalo National River,Natural Death,Medical,Fatal injury,Male,65
6/5/19,Klondike Gold Rush National Historical Park,Fall/Slips,Unintentional,Fatal injury,Male,65
6/6/19,Yosemite National Park,Drowning,Unintentional,Fatal injury,Male,45-54
6/6/19,Gateway National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,55-64
6/7/19,Sequoia & Kings Canyon National Parks,Undetermined,Undetermined,Fatal injury,Male,45-54
6/8/19,Yosemite National Park,Fall/Slips,Unintentional,Fatal injury,Female,55-64
6/8/19,White Sands National Park,Undetermined,Undetermined,Fatal injury,Male,Undetermined
6/10/19,Golden Gate National Recreation Area,Drowning,Unintentional,Fatal injury,Male,0-14
6/10/19,Whiskeytown National Recreation Area,Drowning,Unintentional,Fatal injury,Male,25-34
6/10/19,Cape Hatteras National Seashore,Drowning,Unintentional,Fatal injury,Male,45-54
6/11/19,Yellowstone National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,0-14
6/11/19,Golden Gate National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,25-34
6/11/19,Rock Creek Park,Undetermined,Undetermined,Fatal injury,Male,35-44
6/12/19,Glacier National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,35-44
6/12/19,Yosemite National Park,Suicide,Intentional,Fatal injury,Male,35-44
6/13/19,Presidio of San Francisco,Undetermined,Undetermined,Fatal injury,Male,Undetermined
6/14/19,Glen Canyon National Recreation Area,"Transportation (e.g. bicycle, boat)",Unintentional,Fatal injury,Female,15-24
6/14/19,Sequoia & Kings Canyon National Parks,Environmental,Unintentional,Fatal injury,Male,35-44
6/14/19,Ozark National Scenic Riverways,Drowning,Unintentional,Fatal injury,Female,45-54
6/15/19,Gateway National Recreation Area,Drowning,Unintentional,Fatal injury,Female,25-34
6/15/19,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
6/16/19,Lake Roosevelt National Recreation Area,Drowning,Unintentional,Fatal injury,Male,35-44
6/16/19,Rocky Mountain National Park,Natural Death,Medical,Fatal injury,Male,65
6/17/19,Yellowstone National Park,Undetermined,Undetermined,Fatal injury,Male,65
6/17/19,Gateway National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,65
6/21/19,Ozark National Scenic Riverways,Environmental,Unintentional,Fatal injury,Male,15-24
6/21/19,Curecanti National Recreation Area,Undetermined,Undetermined,Fatal injury,Female,25-34
6/21/19,Curecanti National Recreation Area,Undetermined,Undetermined,Fatal injury,Female,65
6/21/19,Golden Gate National Recreation Area,Suicide,Intentional,Fatal injury,Male,55-64
6/22/19,Fredericksburg & Spotsylvania National Military Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,0-14
6/22/19,Fredericksburg & Spotsylvania National Military Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,25-34
6/24/19,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Female,25-34
6/24/19,Great Smoky Mountains National Park,Undetermined,Undetermined,Fatal injury,Male,55-64
6/24/19,Lake Mead National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,65
6/25/19,Denali National Park & Preserve,Natural Death,Medical,Fatal injury,Male,65
6/25/19,Redwood National and State Parks,Suicide,Intentional,Fatal injury,Male,45-54
6/25/19,First State National Historical Park,Suicide,Intentional,Fatal injury,Male,65
6/26/19,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
6/27/19,Golden Gate National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,25-34
6/27/19,Grand Canyon National Park,Natural Death,Medical,Fatal injury,Male,45-54
6/27/19,Yosemite National Park,Natural Death,Medical,Fatal injury,Male,55-64
6/27/19,Mount Rainier National Park,Fall/Slips,Unintentional,Fatal injury,Male,65
6/28/19,Grand Canyon National Park,Drowning,Unintentional,Fatal injury,Male,65
6/29/19,Gulf Islands National Seashore,Drowning,Unintentional,Fatal injury,Male,15-24
6/29/19,Cuyahoga Valley National Park,Suicide,Intentional,Fatal injury,Male,45-54
6/30/19,Lake Roosevelt National Recreation Area,Drowning,Unintentional,Fatal injury,Male,55-64
7/2/19,Denali National Park & Preserve,Fall/Slips,Unintentional,Fatal injury,Male,25-34
7/2/19,Big Bend National Park,Environmental,Unintentional,Fatal injury,Male,45-54
7/2/19,Cuyahoga Valley National Park,Suicide,Intentional,Fatal injury,Female,25-34
7/3/19,Virgin Islands National Park,Natural Death,Medical,Fatal injury,Male,35-44
7/3/19,Olympic National Park,Natural Death,Medical,Fatal injury,Female,65
7/3/19,Natchez Trace Parkway,Suicide,Intentional,Fatal injury,Female,55-64
7/4/19,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
7/4/19,Buffalo National River,Undetermined,Undetermined,Fatal injury,Male,65
7/4/19,Yellowstone National Park,Suicide,Intentional,Fatal injury,Female,25-34
7/4/19,Blue Ridge Parkway,Suicide,Intentional,Fatal injury,Male,65
7/5/19,New River Gorge National River,Drowning,Unintentional,Fatal injury,Male,15-24
7/5/19,Colorado National Monument,Suicide,Intentional,Fatal injury,Male,25-34
7/6/19,Dinosaur National Monument,Drowning,Unintentional,Fatal injury,Male,45-54
7/7/19,Chattahoochee River National Recreation Area,Poisoning,Unintentional,Fatal injury,Male,25-34
7/7/19,Great Smoky Mountains National Park,Undetermined,Undetermined,Fatal injury,Male,55-64
7/7/19,Denali National Park & Preserve,Suicide,Intentional,Fatal injury,Male,65
7/9/19,Big South Fork National River and Recreation Area,Drowning,Unintentional,Fatal injury,Male,0-14
7/9/19,Delaware Water Gap National Recreation Area,Drowning,Unintentional,Fatal injury,Male,15-24
7/10/19,National Mall & Memorial Parks,Motor Vehicle Crash,Unintentional,Fatal injury,Male,35-44
7/10/19,National Mall & Memorial Parks,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
7/11/19,George Washington Memorial Parkway,Undetermined,Undetermined,Fatal injury,Male,45-54
7/12/19,Mount Rainier National Park,Natural Death,Medical,Fatal injury,Male,45-54
7/12/19,Mojave National Preserve,Undetermined,Undetermined,Fatal injury,Female,65
7/12/19,Rocky Mountain National Park,Suicide,Intentional,Fatal injury,Male,55-64
7/13/19,Cape Cod National Seashore,Drowning,Unintentional,Fatal injury,Female,65
7/14/19,Lake Mead National Recreation Area,Natural Death,Medical,Fatal injury,Male,45-54
7/14/19,New River Gorge National River,Natural Death,Medical,Fatal injury,Male,55-64
7/14/19,Gateway National Recreation Area,Natural Death,Medical,Fatal injury,Male,65
7/15/19,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,35-44
7/16/19,Grand Teton National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
7/16/19,Grand Teton National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Female,65
7/16/19,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,65
7/16/19,Grand Teton National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Female,65
7/16/19,Great Smoky Mountains National Park,Suicide,Intentional,Fatal injury,Male,45-54
7/18/19,Lake Mead National Recreation Area,Fall/Slips,Unintentional,Fatal injury,Male,65
7/19/19,Mount Rainier National Park,Fall/Slips,Unintentional,Fatal injury,Male,35-44
7/20/19,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Female,25-34
7/20/19,Chesapeake & Ohio Canal National Historical Park,Environmental,Unintentional,Fatal injury,Female,25-34
7/20/19,Yosemite National Park,Natural Death,Medical,Fatal injury,Male,45-54
7/20/19,Glen Canyon National Recreation Area,Natural Death,Medical,Fatal injury,Male,55-64
7/21/19,Canyonlands National Park,Drowning,Unintentional,Fatal injury,Male,65
7/22/19,Big Cypress National Preserve,Undetermined,Undetermined,Fatal injury,Male,45-54
7/23/19,Ozark National Scenic Riverways,Drowning,Unintentional,Fatal injury,Male,15-24
7/24/19,Rock Creek Park,Fall/Slips,Unintentional,Fatal injury,Female,15-24
7/24/19,Gateway National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,Undetermined
7/25/19,Hawaii Volcanoes National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
7/25/19,Lake Roosevelt National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,65
7/26/19,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24
7/26/19,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,45-54
7/26/19,Yellowstone National Park,Natural Death,Medical,Fatal injury,Male,65
7/27/19,Buffalo National River,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
7/31/19,Yosemite National Park,Fall/Slips,Unintentional,Fatal injury,Male,15-24
8/1/19,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,65
8/3/19,Yellowstone National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
8/3/19,Lake Mead National Recreation Area,Other,Unintentional,Fatal injury,Male,Undetermined
8/3/19,Yosemite National Park,Suicide,Intentional,Fatal injury,Male,65
8/4/19,Rocky Mountain National Park,Undetermined,Undetermined,Fatal injury,Male,35-44
8/4/19,Lake Mead National Recreation Area,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
8/4/19,Presidio of San Francisco,Poisoning,Unintentional,Fatal injury,Male,55-64
8/4/19,Sequoia & Kings Canyon National Parks,Fall/Slips,Unintentional,Fatal injury,Male,65
8/5/19,Organ Pipe Cactus National Monument,Undetermined,Undetermined,Fatal injury,Male,35-44
8/5/19,Appalachian National Scenic Trail,Natural Death,Medical,Fatal injury,Male,55-64
8/6/19,Glacier National Park,Drowning,Unintentional,Fatal injury,Male,55-64
8/6/19,Santa Monica Mountains National Recreation Area,Undetermined,Undetermined,Fatal injury,Female,Undetermined
